,logits,pred_label,label
0,0.43769964575767517,0,1
1,0.5805957913398743,1,0
2,0.42862290143966675,0,0
3,0.4227841794490814,0,1
4,0.5400118827819824,1,0
5,0.4806864857673645,0,0
6,0.4331202805042267,0,1
7,0.5143796801567078,1,0
8,0.49982649087905884,0,0
9,0.46421435475349426,0,0
10,0.4514678120613098,0,1
11,0.4682330787181854,0,1
12,0.49518266320228577,0,0
13,0.46626192331314087,0,0
14,0.487703800201416,0,0
15,0.4937199354171753,0,0
16,0.4345829486846924,0,1
17,0.46556293964385986,0,1
18,0.4578551650047302,0,0
19,0.4446270167827606,0,1
20,0.4219372272491455,0,1
21,0.4391109049320221,0,1
22,0.44965100288391113,0,1
23,0.4764208197593689,0,1
24,0.3441850543022156,0,0
25,0.460822194814682,0,1
26,0.4309368431568146,0,0
27,0.28271278738975525,0,0
28,0.43013957142829895,0,1
29,0.4256516098976135,0,0
30,0.4528335928916931,0,1
31,0.5496876835823059,1,0
32,0.4333663284778595,0,0
33,0.512336790561676,1,0
34,0.4219372272491455,0,1
35,0.4913240969181061,0,0
36,0.4635531008243561,0,0
37,0.4934100806713104,0,0
38,0.40804535150527954,0,1
39,0.4212510883808136,0,1
40,0.38842615485191345,0,1
41,0.43343207240104675,0,1
42,0.44314709305763245,0,1
43,0.4725477397441864,0,0
44,0.5041971802711487,1,0
45,0.4682246446609497,0,0
46,0.456954687833786,0,1
47,0.5402750968933105,1,0
48,0.569627046585083,1,0
49,0.4457763135433197,0,0
50,0.4901682436466217,0,0
51,0.43778562545776367,0,0
52,0.5420359969139099,1,0
53,0.42656686902046204,0,0
54,0.4409387409687042,0,0
55,0.46510347723960876,0,1
56,0.5436230897903442,1,0
57,0.4603272080421448,0,0
58,0.4856407642364502,0,1
59,0.48724427819252014,0,0
60,0.4822799563407898,0,0
61,0.5098205208778381,1,0
62,0.40804535150527954,0,1
63,0.4688250720500946,0,0
64,0.48816320300102234,0,0
65,0.38842615485191345,0,1
66,0.4750134348869324,0,0
67,0.4335775077342987,0,1
68,0.6898731589317322,1,0
69,0.285209059715271,0,0
70,0.45650267601013184,0,0
71,0.5428747534751892,1,0
72,0.4748487174510956,0,1
73,0.5525534749031067,1,0
74,0.44965100288391113,0,1
75,0.4947938323020935,0,0
76,0.4836401045322418,0,0
77,0.4873075783252716,0,1
78,0.45848578214645386,0,1
79,0.45848578214645386,0,1
80,0.41100436449050903,0,1
81,0.46953803300857544,0,0
82,0.476884663105011,0,0
83,0.5215461850166321,1,0
84,0.5952706933021545,1,0
85,0.5505294799804688,1,0
86,0.5161738991737366,1,0
87,0.47098249197006226,0,1
88,0.4476766884326935,0,1
89,0.4592733681201935,0,0
90,0.4369434416294098,0,0
91,0.431606262922287,0,1
92,0.4219372272491455,0,1
93,0.40407341718673706,0,1
94,0.4391109049320221,0,1
95,0.5634371042251587,1,0
96,0.4685843884944916,0,1
97,0.439214825630188,0,1
98,0.4839549660682678,0,0
99,0.4098692834377289,0,0
100,0.4335775077342987,0,1
101,0.45847246050834656,0,0
102,0.4410078525543213,0,0
103,0.4710786044597626,0,1
104,0.5556796193122864,1,0
105,0.5308688879013062,1,0
106,0.46720147132873535,0,1
107,0.5575674176216125,1,0
108,0.4856407642364502,0,1
109,0.5042003393173218,1,0
110,0.44283372163772583,0,0
111,0.42164868116378784,0,0
112,0.4621029198169708,0,0
113,0.46786755323410034,0,0
114,0.35764166712760925,0,1
115,0.5601419806480408,1,0
116,0.47488638758659363,0,0
117,0.4733564853668213,0,1
118,0.5011308193206787,1,0
119,0.4141397774219513,0,1
120,0.45848578214645386,0,1
121,0.460822194814682,0,1
122,0.497208833694458,0,0
123,0.43122270703315735,0,0
124,0.50478595495224,1,1
125,0.4610212445259094,0,0
126,0.47569143772125244,0,0
127,0.5184739232063293,1,0
128,0.32407620549201965,0,0
129,0.5725114345550537,1,0
130,0.5849813222885132,1,0
131,0.3661167621612549,0,1
132,0.47710734605789185,0,0
133,0.34765493869781494,0,0
134,0.5287846326828003,1,0
135,0.4544757604598999,0,1
136,0.4436328411102295,0,1
137,0.5730794668197632,1,0
138,0.505815327167511,1,0
139,0.4115374684333801,0,1
140,0.49669933319091797,0,0
141,0.4682629108428955,0,1
142,0.5038653016090393,1,0
143,0.5078439116477966,1,0
144,0.48259416222572327,0,0
145,0.34736400842666626,0,0
146,0.3913227915763855,0,0
147,0.41100436449050903,0,1
148,0.551508903503418,1,0
149,0.4856407642364502,0,1
150,0.4653036594390869,0,0
151,0.5363318920135498,1,0
152,0.5341709852218628,1,0
153,0.44230806827545166,0,0
154,0.37392759323120117,0,0
155,0.6389855742454529,1,0
156,0.4628799259662628,0,0
157,0.4437894821166992,0,0
158,0.5913758277893066,1,0
159,0.45954158902168274,0,1
160,0.46593883633613586,0,0
161,0.5057141780853271,1,0
162,0.5073530077934265,1,1
163,0.441780149936676,0,0
164,0.46498364210128784,0,0
165,0.48167937994003296,0,0
166,0.4067865014076233,0,0
167,0.4797157049179077,0,1
168,0.4728560447692871,0,0
169,0.4391109049320221,0,1
170,0.47879230976104736,0,0
171,0.49925318360328674,0,0
172,0.44717082381248474,0,1
173,0.3324444890022278,0,1
174,0.44965100288391113,0,1
175,0.48154598474502563,0,1
176,0.4533643126487732,0,0
177,0.4335775077342987,0,1
178,0.48837530612945557,0,1
179,0.5209655165672302,1,0
180,0.5098501443862915,1,0
181,0.45854663848876953,0,0
182,0.4934016764163971,0,0
183,0.4682330787181854,0,1
184,0.5073530077934265,1,1
185,0.455366849899292,0,1
186,0.49107447266578674,0,0
187,0.5224596261978149,1,1
188,0.38866880536079407,0,1
189,0.5306636095046997,1,0
190,0.4444085657596588,0,0
191,0.4580599069595337,0,1
192,0.4817565977573395,0,0
193,0.41566580533981323,0,0
194,0.44464826583862305,0,0
195,0.5550414323806763,1,0
196,0.4773527681827545,0,0
197,0.4603963792324066,0,1
198,0.503376841545105,1,0
199,0.4577833116054535,0,1
200,0.47893768548965454,0,1
201,0.5311278700828552,1,0
202,0.4752025902271271,0,1
203,0.44287553429603577,0,1
204,0.5484674572944641,1,0
205,0.46815064549446106,0,1
206,0.45220738649368286,0,0
207,0.43261992931365967,0,0
208,0.43865591287612915,0,0
209,0.43216848373413086,0,0
210,0.4219372272491455,0,1
211,0.4682330787181854,0,1
212,0.5025480389595032,1,0
213,0.4764208197593689,0,1
214,0.45861902832984924,0,1
215,0.5162168145179749,1,1
216,0.4346393942832947,0,0
217,0.5138682723045349,1,0
218,0.4495139420032501,0,1
219,0.4679335951805115,0,1
220,0.47320857644081116,0,0
221,0.40751388669013977,0,0
222,0.4873075783252716,0,1
223,0.48636141419410706,0,1
224,0.570774495601654,1,0
225,0.47826024889945984,0,0
226,0.5206965804100037,1,0
227,0.532055675983429,1,0
228,0.47017380595207214,0,0
229,0.48625823855400085,0,0
230,0.6009016633033752,1,0
231,0.4874086380004883,0,0
232,0.4263328015804291,0,1
233,0.5196728706359863,1,0
234,0.44677266478538513,0,0
235,0.46869155764579773,0,0
236,0.4505819082260132,0,1
237,0.41725125908851624,0,1
238,0.5668268799781799,1,0
239,0.4551328420639038,0,0
240,0.5269850492477417,1,0
241,0.4549116790294647,0,1
242,0.5246200561523438,1,0
243,0.4573075473308563,0,1
244,0.5093847513198853,1,0
245,0.40457683801651,0,1
246,0.449113130569458,0,0
247,0.5259514451026917,1,0
248,0.44214650988578796,0,0
249,0.41100436449050903,0,1
250,0.518015444278717,1,0
251,0.4943224787712097,0,0
252,0.4573075473308563,0,1
253,0.4916028082370758,0,0
254,0.531514585018158,1,0
255,0.4227841794490814,0,1
256,0.40804535150527954,0,1
257,0.49299952387809753,0,0
258,0.5138170719146729,1,0
259,0.40804535150527954,0,1
