,logits,ID
0,0.44214650988578796,0
1,0.4764208197593689,1
2,0.4603272080421448,0
3,0.5590538382530212,0
4,0.4365745186805725,1
5,0.3924785852432251,1
6,0.4865683615207672,1
7,0.38842615485191345,1
8,0.6389855742454529,0
9,0.32407620549201965,0
10,0.5505294799804688,0
11,0.44976964592933655,1
12,0.5760639905929565,1
13,0.4549116790294647,1
14,0.488305002450943,0
15,0.4318387806415558,0
16,0.497208833694458,0
17,0.41725125908851624,1
18,0.5184696912765503,0
19,0.45005592703819275,1
20,0.4450704753398895,0
21,0.41288575530052185,0
22,0.5849813222885132,0
23,0.4219372272491455,1
24,0.4688250720500946,0
25,0.45790544152259827,1
26,0.456954687833786,1
27,0.48649996519088745,0
28,0.36790478229522705,1
29,0.48168933391571045,1
30,0.500415027141571,0
31,0.40804535150527954,1
32,0.5098501443862915,0
33,0.46498364210128784,0
34,0.4345913827419281,0
35,0.7575234174728394,0
36,0.4346393942832947,0
37,0.28271278738975525,0
38,0.6147328019142151,0
39,0.46946850419044495,0
40,0.5161738991737366,0
41,0.460822194814682,1
42,0.5138170719146729,0
43,0.49975454807281494,0
44,0.4170636534690857,0
45,0.5462157726287842,0
46,0.43559738993644714,0
47,0.4975915849208832,1
48,0.4817565977573395,0
49,0.4773527681827545,0
50,0.4391109049320221,1
51,0.5169177055358887,0
52,0.47893768548965454,1
53,0.4335775077342987,1
54,0.5805957913398743,0
55,0.4822799563407898,0
56,0.518015444278717,0
57,0.4495139420032501,1
58,0.45712780952453613,0
59,0.5143796801567078,0
60,0.4409387409687042,0
61,0.4710786044597626,1
62,0.46383416652679443,0
63,0.48816320300102234,0
64,0.4167501628398895,1
65,0.531514585018158,0
66,0.43122270703315735,0
67,0.47098249197006226,1
68,0.4679335951805115,1
69,0.4947938323020935,0
70,0.4219372272491455,1
71,0.49982649087905884,0
72,0.4913240969181061,0
73,0.5098205208778381,0
74,0.35764166712760925,1
75,0.4391109049320221,1
76,0.45854663848876953,0
77,0.4697665870189667,0
78,0.41100436449050903,1
79,0.40804535150527954,1
80,0.5420359969139099,0
81,0.5038653016090393,0
82,0.38866880536079407,1
83,0.4685843884944916,1
84,0.48837530612945557,1
85,0.4873075783252716,1
86,0.4728560447692871,0
87,0.4573075473308563,1
88,0.503376841545105,0
89,0.6898731589317322,0
90,0.44717082381248474,1
91,0.4934016764163971,0
92,0.43778562545776367,0
