,logits,pred_label,label
0,0.4376995265483856,0,0
1,0.5805957913398743,1,1
2,0.42862290143966675,0,1
3,0.4227840006351471,0,0
4,0.5400118827819824,1,1
5,0.4806864857673645,0,1
6,0.43312036991119385,0,0
7,0.5143797397613525,1,1
8,0.49982649087905884,0,1
9,0.46421435475349426,0,1
10,0.4514678120613098,0,0
11,0.46823301911354065,0,0
12,0.49518242478370667,0,1
13,0.4662620425224304,0,1
14,0.4877038598060608,0,1
15,0.4937198758125305,0,1
16,0.43458300828933716,0,0
17,0.4655628800392151,0,0
18,0.4578552544116974,0,1
19,0.444627046585083,0,0
20,0.42193713784217834,0,0
21,0.4391109049320221,0,0
22,0.4496510326862335,0,0
23,0.4764207601547241,0,0
24,0.34418490529060364,0,1
25,0.46082228422164917,0,0
26,0.43093666434288025,0,1
27,0.2827128767967224,0,1
28,0.4301396310329437,0,0
29,0.4256516396999359,0,1
30,0.4528336822986603,0,0
31,0.5496876835823059,1,1
32,0.4333663284778595,0,1
33,0.5123368501663208,1,1
34,0.42193713784217834,0,0
35,0.4913240969181061,0,1
36,0.4635530412197113,0,1
37,0.49341002106666565,0,1
38,0.40804535150527954,0,0
39,0.421251118183136,0,0
40,0.3884260654449463,0,0
41,0.43343207240104675,0,0
42,0.44314709305763245,0,0
43,0.4725477993488312,0,1
44,0.5041972398757935,1,1
45,0.46822476387023926,0,1
46,0.456954687833786,0,0
47,0.5402750968933105,1,1
48,0.5696271657943726,1,1
49,0.4457763135433197,0,1
50,0.49016836285591125,0,1
51,0.4377857446670532,0,1
52,0.5420358777046204,1,1
53,0.4265669882297516,0,1
54,0.4409387707710266,0,1
55,0.465103417634964,0,0
56,0.5436230301856995,1,1
57,0.4603272080421448,0,1
58,0.48564082384109497,0,0
59,0.48724427819252014,0,1
60,0.48228007555007935,0,1
61,0.5098205208778381,1,1
62,0.40804535150527954,0,0
63,0.468825101852417,0,1
64,0.48816320300102234,0,1
65,0.3884260654449463,0,0
66,0.47501349449157715,0,1
67,0.43357741832733154,0,0
68,0.6898731589317322,1,1
69,0.285209059715271,0,1
70,0.45650261640548706,0,1
71,0.5428746342658997,1,1
72,0.4748487174510956,0,0
73,0.5525533556938171,1,1
74,0.4496510326862335,0,0
75,0.4947938323020935,0,1
76,0.4836401045322418,0,1
77,0.48730766773223877,0,0
78,0.4584856331348419,0,0
79,0.4584856331348419,0,0
80,0.4110046327114105,0,0
81,0.4695380926132202,0,1
82,0.476884663105011,0,1
83,0.5215461850166321,1,1
84,0.5952706933021545,1,1
85,0.5505294799804688,1,1
86,0.5161738395690918,1,1
87,0.4709824323654175,0,0
88,0.44767653942108154,0,0
89,0.4592732787132263,0,1
90,0.4369434416294098,0,1
91,0.431606262922287,0,0
92,0.42193713784217834,0,0
93,0.4040735960006714,0,0
94,0.4391109049320221,0,0
95,0.5634371042251587,1,1
96,0.46858444809913635,0,0
97,0.4392147362232208,0,0
98,0.4839549660682678,0,1
99,0.4098692238330841,0,1
100,0.43357741832733154,0,0
101,0.45847246050834656,0,1
102,0.4410078525543213,0,1
103,0.4710785150527954,0,0
104,0.5556796193122864,1,1
105,0.5308688879013062,1,1
106,0.46720147132873535,0,0
107,0.5575674772262573,1,1
108,0.48564082384109497,0,0
109,0.5042003989219666,1,1
110,0.44283372163772583,0,1
111,0.4216487407684326,0,1
112,0.4621029198169708,0,1
113,0.46786749362945557,0,1
114,0.3576415181159973,0,0
115,0.560141921043396,1,1
116,0.47488635778427124,0,1
117,0.4733563959598541,0,0
118,0.5011307597160339,1,1
119,0.41413992643356323,0,0
120,0.4584856331348419,0,0
121,0.46082228422164917,0,0
122,0.497208833694458,0,1
123,0.4312226176261902,0,1
124,0.5047858953475952,1,0
125,0.4610213041305542,0,1
126,0.47569146752357483,0,1
127,0.5184739232063293,1,1
128,0.3240763247013092,0,1
129,0.5725113749504089,1,1
130,0.5849813222885132,1,1
131,0.36611682176589966,0,0
132,0.4771072268486023,0,1
133,0.34765496850013733,0,1
134,0.5287846922874451,1,1
135,0.45447584986686707,0,0
136,0.44363269209861755,0,0
137,0.5730794668197632,1,1
138,0.505815327167511,1,1
139,0.4115374684333801,0,0
140,0.49669933319091797,0,1
141,0.46826282143592834,0,0
142,0.5038652420043945,1,1
143,0.5078440308570862,1,1
144,0.48259416222572327,0,1
145,0.3473639190196991,0,1
146,0.3913228511810303,0,1
147,0.4110046327114105,0,0
148,0.551508903503418,1,1
149,0.48564082384109497,0,0
150,0.46530359983444214,0,1
151,0.5363318920135498,1,1
152,0.5341709852218628,1,1
153,0.4423081576824188,0,1
154,0.3739277124404907,0,1
155,0.6389856934547424,1,1
156,0.46288001537323,0,1
157,0.44378942251205444,0,1
158,0.5913758873939514,1,1
159,0.4595416784286499,0,0
160,0.46593883633613586,0,1
161,0.5057141780853271,1,1
162,0.5073530077934265,1,0
163,0.441780149936676,0,1
164,0.46498358249664307,0,1
165,0.48167940974235535,0,1
166,0.4067864716053009,0,1
167,0.4797157943248749,0,0
168,0.47285598516464233,0,1
169,0.4391109049320221,0,0
170,0.4787924289703369,0,1
171,0.4992530643939972,0,1
172,0.44717082381248474,0,0
173,0.3324444890022278,0,0
174,0.4496510326862335,0,0
175,0.4815460443496704,0,0
176,0.4533642530441284,0,1
177,0.43357741832733154,0,0
178,0.48837530612945557,0,0
179,0.5209655165672302,1,1
180,0.5098501443862915,1,1
181,0.45854651927948,0,1
182,0.49340155720710754,0,1
183,0.46823301911354065,0,0
184,0.5073530077934265,1,0
185,0.4553668200969696,0,0
186,0.49107441306114197,0,1
187,0.5224596261978149,1,0
188,0.388668954372406,0,0
189,0.5306636691093445,1,1
190,0.4444085955619812,0,1
191,0.45805996656417847,0,0
192,0.4817565977573395,0,1
193,0.41566580533981323,0,1
194,0.44464826583862305,0,1
195,0.5550413727760315,1,1
196,0.4773527681827545,0,1
197,0.4603963792324066,0,0
198,0.5033766627311707,1,1
199,0.4577831029891968,0,0
200,0.47893786430358887,0,0
201,0.5311278700828552,1,1
202,0.4752025604248047,0,0
203,0.44287553429603577,0,0
204,0.5484674572944641,1,1
205,0.46815064549446106,0,0
206,0.45220744609832764,0,1
207,0.43262001872062683,0,1
208,0.4386558532714844,0,1
209,0.4321683943271637,0,1
210,0.42193713784217834,0,0
211,0.46823301911354065,0,0
212,0.5025480389595032,1,1
213,0.4764207601547241,0,0
214,0.4586189389228821,0,0
215,0.5162167549133301,1,0
216,0.4346393942832947,0,1
