,logits,ID
0,0.4421466588973999,1
1,0.4764207601547241,0
2,0.4603272080421448,1
3,0.5590537190437317,1
4,0.4365746080875397,0
5,0.39247849583625793,0
6,0.4865683615207672,0
7,0.3884260654449463,0
8,0.6389856934547424,1
9,0.3240763247013092,1
10,0.5505294799804688,1
11,0.4497697055339813,0
12,0.5760639309883118,0
13,0.45491164922714233,0
14,0.4883049428462982,1
15,0.4318387806415558,1
16,0.497208833694458,1
17,0.41725122928619385,0
18,0.5184697508811951,1
19,0.45005589723587036,0
20,0.4450703561306,1
21,0.4128858149051666,1
22,0.5849813222885132,1
23,0.42193713784217834,0
24,0.468825101852417,1
25,0.4579053521156311,0
26,0.456954687833786,0
27,0.48649996519088745,1
28,0.3679046928882599,0
29,0.48168933391571045,0
30,0.500415027141571,1
31,0.40804535150527954,0
32,0.5098501443862915,1
33,0.46498358249664307,1
34,0.43459129333496094,1
35,0.7575234174728394,1
36,0.4346393942832947,1
37,0.2827128767967224,1
38,0.6147328615188599,1
39,0.4694685637950897,1
40,0.5161738395690918,1
41,0.46082228422164917,0
42,0.5138170123100281,1
43,0.4997546672821045,1
44,0.417063444852829,1
45,0.5462157726287842,1
46,0.43559741973876953,1
47,0.49759140610694885,0
48,0.4817565977573395,1
49,0.4773527681827545,1
50,0.4391109049320221,0
51,0.5169176459312439,1
52,0.47893786430358887,0
53,0.43357741832733154,0
54,0.5805957913398743,1
55,0.48228007555007935,1
56,0.5180153250694275,1
57,0.4495139420032501,0
58,0.45712772011756897,1
59,0.5143797397613525,1
60,0.4409387707710266,1
61,0.4710785150527954,0
62,0.46383410692214966,1
63,0.48816320300102234,1
64,0.4167502820491791,0
65,0.531514585018158,1
66,0.4312226176261902,1
67,0.4709824323654175,0
68,0.4679335355758667,0
69,0.4947938323020935,1
70,0.42193713784217834,0
71,0.49982649087905884,1
72,0.4913240969181061,1
73,0.5098205208778381,1
74,0.3576415181159973,0
75,0.4391109049320221,0
76,0.45854651927948,1
77,0.4697665572166443,1
78,0.4110046327114105,0
79,0.40804535150527954,0
80,0.5420358777046204,1
81,0.5038652420043945,1
82,0.388668954372406,0
83,0.46858444809913635,0
84,0.48837530612945557,0
85,0.48730766773223877,0
86,0.47285598516464233,1
87,0.4573075473308563,0
88,0.5033766627311707,1
89,0.6898731589317322,1
90,0.44717082381248474,0
91,0.49340155720710754,1
92,0.4377857446670532,1
93,0.5138682126998901,1
94,0.5011307597160339,1
95,0.4715392589569092,1
96,0.4222686290740967,0
97,0.45670372247695923,0
98,0.48564082384109497,0
99,0.5549640655517578,1
100,0.4216487407684326,1
101,0.5042003989219666,1
102,0.5298293232917786,1
103,0.476884663105011,1
104,0.44283372163772583,1
105,0.4784137010574341,0
106,0.4663088917732239,1
107,0.43357741832733154,0
108,0.4275994300842285,1
109,0.519672691822052,1
110,0.4444085955619812,1
111,0.5725113749504089,1
112,0.285209059715271,1
113,0.4584856331348419,0
114,0.44990092515945435,0
115,0.41566580533981323,1
116,0.3884260654449463,0
117,0.4321683943271637,1
118,0.3913228511810303,1
119,0.4392147362232208,0
120,0.40804535150527954,0
121,0.5306636691093445,1
122,0.4098692238330841,1
123,0.34418490529060364,1
124,0.43262001872062683,1
125,0.4635530412197113,1
126,0.5047858953475952,0
127,0.4584857225418091,0
128,0.4584856331348419,0
129,0.5206966400146484,1
130,0.42862290143966675,1
131,0.49518242478370667,1
132,0.45650261640548706,1
133,0.44363269209861755,0
134,0.5436230301856995,1
135,0.5080352425575256,1
136,0.4391109049320221,0
137,0.49951857328414917,1
138,0.4457763135433197,1
139,0.43312036991119385,0
140,0.4877038598060608,1
141,0.5320555567741394,1
142,0.46082228422164917,0
143,0.4992530643939972,1
144,0.47826018929481506,1
145,0.49016836285591125,1
146,0.4837755560874939,0
147,0.48724427819252014,1
148,0.4075137972831726,1
149,0.4467727243900299,1
150,0.5073530077934265,0
151,0.3884260654449463,0
152,0.47488635778427124,1
153,0.40804535150527954,0
154,0.45393043756484985,0
155,0.48730766773223877,0
156,0.4120800495147705,0
157,0.4406757354736328,1
